criterion;direction;;;;;
c1;1;;;;;
c2;1;;;;;
c3;1;;;;;
c4;1;;;;;
;;;;;;
category;rank;;;;;
cat1;1;;;;;
cat2;2;;;;;
;;;;;;
pt;c1;c2;c3;c4;score;assignment
a1;0.666667;0.555556;0.666667;0.666667;6;cat2
a2;0.555556;0.444444;0.5;0.5;5;cat1
a3;0.555556;0.333333;0.333333;0.5;4;cat1
a4;0.666667;0.555556;0.666667;0.833333;6;cat2
a5;0.444444;0.333333;0.166667;0.5;3;cat1
a6;1;0.666667;0.666667;0.666667;6;cat2
a7;0.555556;0.555556;0.5;0.5;4;cat1
a8;0.555556;0.333333;0;0;2;cat1
a9;0.555556;0.555556;0.5;0.5;5;cat1
a10;0.555556;0.444444;0.666667;0.666667;6;cat2
a11;0.666667;0.555556;0.833333;0.666667;6;cat2
a12;0.888889;0.555556;0.666667;0.666667;6;cat2
a13;0.444444;0.333333;0.333333;0.333333;3;cat1
a14;0.666667;0.666667;0.5;0.5;5;cat1
a15;0.444444;0.444444;0.5;0.833333;5;cat1
a16;0.666667;0.333333;0.5;0.5;4;cat1
a17;0.666667;0.666667;0.333333;0.5;5;cat1
a18;0.666667;0.555556;0.5;0.666667;6;cat2
a19;0.444444;0.444444;0.333333;0.5;4;cat1
a20;0.666667;0.666667;0.666667;0.833333;7;cat2
a21;0.888889;0.777778;0.833333;0.5;6;cat2
a22;0.222222;0.111111;0;0.333333;2;cat1
a23;0.444444;0.555556;0.666667;0.5;5;cat1
a24;0.777778;0.666667;0.5;0.666667;6;cat2
a25;0.666667;0.555556;0.666667;0.833333;7;cat2
a26;1;0.888889;0.666667;0.666667;7;cat2
a27;0.111111;0.222222;0.166667;0.5;2;cat1
a28;0.666667;0.666667;0.666667;0.666667;5;cat1
a29;0.555556;0.555556;0.666667;0.833333;6;cat2
a30;0.777778;0.666667;0.666667;0.666667;6;cat2
a31;0.666667;0.555556;0.666667;0.833333;6;cat2
a32;0.444444;0.333333;0.5;0.666667;4;cat1
a33;0.333333;0.333333;0.5;0.333333;3;cat1
a34;0.555556;0.444444;0.333333;0.5;5;cat1
a35;0.777778;0.888889;0.666667;0.5;6;cat2
a36;0.444444;0.444444;0.333333;0.666667;4;cat1
a37;0.555556;0.555556;0.5;0.5;5;cat1
a38;0.666667;0.777778;0.666667;0.666667;6;cat2
a39;0.444444;0.333333;0.5;0.5;4;cat1
a40;0.555556;0.444444;0.333333;0.5;4;cat1
a41;0.555556;0.555556;0.5;0.666667;5;cat1
a42;0.444444;0.444444;0.333333;0.5;4;cat1
a43;0.555556;0.666667;0.5;0.5;5;cat1
a44;0.666667;0.666667;0.666667;0.833333;7;cat2
a45;0.777778;0.666667;0.833333;0.666667;7;cat2
a46;0.222222;0.111111;0.333333;0.5;2;cat1
a47;0.666667;0.444444;0.5;0.666667;5;cat1
a48;0.222222;0.222222;0;0.5;3;cat1
a49;0.444444;0.444444;0.5;0.5;4;cat1
a50;0.555556;0.555556;0.666667;0.666667;5;cat1
a51;0.666667;0.555556;0.5;0.5;4;cat1
a52;0.555556;0.777778;0.666667;0.5;5;cat1
a53;0.888889;0.777778;0.833333;0.666667;7;cat2
a54;0.666667;0.666667;0.666667;0.666667;6;cat2
a55;0.666667;0.666667;0.833333;0.666667;6;cat2
a56;0.777778;0.666667;0.5;0.5;5;cat1
a57;0.444444;0.444444;0.5;0.666667;5;cat1
a58;0.888889;1;0.5;0.666667;7;cat2
a59;0.444444;0.666667;0.666667;0.666667;6;cat2
a60;0.666667;0.555556;0.833333;0.5;6;cat2
a61;0.444444;0.333333;0.333333;0.666667;3;cat1
a62;0.666667;0.666667;0.666667;0.666667;6;cat2
a63;0.666667;0.444444;0.666667;0.666667;4;cat1
a64;0.777778;0.666667;0.666667;0.833333;6;cat2
a65;0.666667;0.555556;0.333333;0.5;5;cat1
a66;0.777778;0.888889;0.666667;0.833333;8;cat2
a67;0.777778;0.777778;0.666667;0.666667;6;cat2
a68;0.777778;0.777778;0.666667;0.5;6;cat2
a69;0.666667;0.666667;0.666667;0.5;6;cat2
a70;0.777778;0.555556;0.833333;0.666667;6;cat2
a71;0.666667;0.777778;0.666667;0.5;5;cat1
a72;0.555556;0.444444;0.333333;0.666667;4;cat1
a73;0.666667;0.666667;0.5;0.833333;6;cat2
a74;0.666667;0.777778;0.666667;0.666667;6;cat2
a75;0.666667;0.555556;0.5;0.5;5;cat1
a76;0.333333;0.444444;0.5;0.666667;4;cat1
a77;0.666667;0.666667;0.5;0.666667;6;cat2
a78;0.555556;0.444444;0.666667;0.5;5;cat1
a79;0.444444;0.333333;0.666667;0.5;4;cat1
a80;0.555556;0.555556;0.666667;0.5;5;cat1
a81;0.777778;0.666667;0.666667;0.833333;7;cat2
a82;0.666667;0.555556;0.666667;0.666667;6;cat2
a83;0.777778;0.666667;0.666667;0.833333;7;cat2
a84;0.666667;0.777778;0.833333;0.666667;6;cat2
a85;0.666667;0.777778;0.833333;0.666667;7;cat2
a86;0.888889;0.888889;0.666667;0.833333;8;cat2
a87;0.444444;0.555556;0.166667;0.333333;3;cat1
a88;0.666667;0.777778;0.5;0.333333;5;cat1
a89;0.888889;0.888889;0.5;0.666667;7;cat2
a90;0.888889;0.777778;1;0.833333;7;cat2
a91;0.555556;0.555556;0.666667;0.666667;6;cat2
a92;0.666667;0.666667;0.666667;0.666667;6;cat2
a93;0.666667;0.444444;0.5;0.666667;6;cat2
a94;0.777778;0.666667;0.666667;0.666667;7;cat2
a95;0.666667;0.666667;0.5;0.5;5;cat1
a96;0.888889;0.777778;0.833333;0.666667;7;cat2
a97;0.333333;0.333333;0.333333;0.5;4;cat1
a98;0.777778;0.555556;0.5;0.666667;6;cat2
a99;0.666667;0.666667;0.166667;0.5;4;cat1
a100;0.555556;0.888889;0.666667;0.666667;6;cat2
a101;0.555556;0.333333;0.666667;0.833333;6;cat2
a102;0.777778;0.666667;0.833333;0.666667;7;cat2
a103;0.666667;0.555556;0.5;0.5;5;cat1
a104;0.333333;0.222222;0;0.666667;1;cat1
a105;0.777778;0.666667;0.5;0.666667;5;cat1
a106;0.888889;0.666667;0.833333;0.833333;8;cat2
a107;0.444444;0.333333;0.333333;0.333333;4;cat1
a108;0.777778;0.777778;0.833333;0.833333;9;cat2
a109;0.777778;0.777778;0.833333;0.833333;7;cat2
a110;1;0.888889;0.666667;0.5;7;cat2
a111;0.666667;0.444444;0.666667;0.666667;5;cat1
a112;0.777778;0.777778;0.833333;0.833333;8;cat2
a113;0.444444;0.555556;0.333333;0.5;4;cat1
a114;0.666667;0.666667;0.666667;0.666667;6;cat2
a115;0.666667;0.666667;0.5;0.5;5;cat1
a116;0.666667;0.555556;0.833333;0.666667;6;cat2
a117;0.777778;0.666667;0.666667;0.666667;6;cat2
a118;0.777778;0.777778;0.666667;0.5;6;cat2
a119;0.555556;0.555556;0.666667;0.666667;6;cat2
a120;0.777778;0.666667;0.666667;0.5;6;cat2
a121;0.777778;0.777778;0.833333;0.666667;7;cat2
a122;0.555556;0.444444;0.5;0.666667;4;cat1
a123;0.555556;0.444444;0.166667;0;1;cat1
a124;0.555556;0.555556;0.5;0.666667;5;cat1
a125;0.666667;0.555556;0.5;0.666667;5;cat1
a126;0.444444;0.333333;0.166667;0.333333;3;cat1
a127;0.444444;0.333333;0.5;0.666667;4;cat1
a128;0.666667;0.555556;0.666667;0.666667;6;cat2
a129;0.444444;0.222222;0.166667;0.333333;3;cat1
a130;0.666667;0.555556;0.666667;0.5;6;cat2
a131;0.666667;0.555556;0.666667;0.666667;6;cat2
a132;0.666667;0.777778;0.833333;0.833333;7;cat2
a133;0.222222;0.333333;0.5;0.333333;3;cat1
a134;0.444444;0.666667;0.333333;0.5;4;cat1
a135;0.666667;0.666667;0.833333;0.666667;6;cat2
a136;0.333333;0.333333;0.333333;0.333333;3;cat1
a137;0.444444;0.666667;0.5;0.333333;4;cat1
a138;0.555556;0.333333;0.5;0.833333;5;cat1
a139;0.666667;0.444444;0.5;0.666667;5;cat1
a140;0.333333;0.333333;0.333333;0.5;4;cat1
a141;0.222222;0.222222;0.333333;0.666667;4;cat1
a142;0.888889;0.888889;0.833333;0.666667;7;cat2
a143;0.888889;0.888889;0.833333;0.666667;8;cat2
a144;0.666667;0.666667;0.666667;0.666667;6;cat2
a145;0.777778;0.777778;0.666667;0.666667;6;cat2
a146;0.666667;0.666667;0.666667;0.666667;6;cat2
a147;0.777778;0.555556;0.5;0.5;5;cat1
a148;0.555556;0.555556;0.333333;0.333333;4;cat1
a149;0.555556;0.555556;0.666667;0.833333;6;cat2
a150;0.666667;0.666667;0.5;0.5;5;cat1
a151;0.555556;0.666667;0.333333;0.5;4;cat1
a152;0.333333;0.333333;0.166667;0.5;3;cat1
a153;0.333333;0.333333;0.333333;0.5;4;cat1
a154;0.444444;0.333333;0.333333;0.5;4;cat1
a155;0.666667;0.555556;0.5;0.5;4;cat1
a156;0.666667;0.555556;0.5;0.666667;6;cat2
a157;0.444444;0.444444;0.5;0.666667;5;cat1
a158;0.666667;0.555556;0.666667;0.666667;6;cat2
a159;0.666667;0.666667;0.666667;0.666667;7;cat2
a160;0.555556;0.444444;0.5;0.5;4;cat1
a161;0.555556;0.666667;0.666667;0.666667;6;cat2
a162;0.666667;0.666667;0.666667;0.833333;8;cat2
a163;0.555556;0.555556;0.333333;0.333333;4;cat1
a164;0.666667;0.666667;0.833333;0.666667;6;cat2
a165;0.666667;0.777778;0.666667;0.666667;6;cat2
a166;0.555556;0.333333;0.5;0.666667;5;cat1
a167;0.444444;0.444444;0.666667;0.666667;5;cat1
a168;0.888889;0.888889;0.666667;0.666667;8;cat2
a169;0.777778;1;0.666667;0.5;6;cat2
a170;0.444444;0.555556;0.5;0.5;4;cat1
a171;0.555556;0.444444;0.666667;0.666667;6;cat2
a172;0.444444;0.333333;0.5;0.5;4;cat1
a173;0.666667;0.444444;0.666667;0.666667;6;cat2
a174;0.666667;0.555556;0.666667;0.666667;6;cat2
a175;0.666667;0.555556;0.333333;0.5;4;cat1
a176;0.555556;0.333333;0.666667;0.666667;5;cat1
a177;0.666667;0.555556;0.666667;0.833333;6;cat2
a178;0.444444;0.555556;0.5;0.333333;4;cat1
a179;0.666667;0.555556;0.666667;0.666667;6;cat2
a180;0.888889;0.888889;0.833333;0.833333;8;cat2
a181;0.555556;0.666667;0.5;0.5;5;cat1
a182;0.888889;0.777778;1;0.833333;8;cat2
a183;0.666667;0.666667;0.666667;0.666667;6;cat2
a184;0.777778;0.555556;0.666667;0.833333;7;cat2
a185;0.555556;0.444444;0.5;0.5;4;cat1
a186;0.666667;0.555556;0.5;0.666667;5;cat1
a187;0.555556;0.555556;0.5;0.5;5;cat1
a188;0.333333;0.111111;0.333333;0.333333;3;cat1
a189;0.666667;0.777778;0.833333;0.666667;7;cat2
a190;0.333333;0.444444;0.333333;0.5;4;cat1
a191;0.444444;0.444444;0.5;0.666667;5;cat1
a192;0.555556;0.333333;0.5;0.666667;4;cat1
a193;0.888889;0.888889;0.666667;0.333333;4;cat1
a194;0.666667;0.555556;0.5;0.5;5;cat1
a195;0.555556;0.444444;0.666667;0.5;5;cat1
a196;0.888889;0.555556;0.833333;0.833333;7;cat2
a197;0.888889;0.777778;0.833333;0.833333;8;cat2
a198;0.444444;0.222222;0.166667;0.333333;2;cat1
a199;0.555556;0.555556;0.5;0.5;5;cat1
a200;0.222222;0.222222;0;0.333333;2;cat1
a201;0.555556;0.333333;0.666667;0.666667;5;cat1
a202;0.333333;0.333333;0.166667;0.5;3;cat1
a203;0.444444;0.444444;0.166667;0.166667;3;cat1
a204;0.888889;0.666667;0.833333;0.666667;8;cat2
a205;0.777778;0.666667;0.833333;0.666667;7;cat2
a206;0.777778;0.555556;0.5;0.666667;6;cat2
a207;0.666667;0.444444;0.666667;0.666667;6;cat2
a208;0.666667;0.444444;0.166667;0.5;4;cat1
a209;0.888889;0.555556;0.833333;0.666667;8;cat2
a210;1;0.666667;0.833333;1;9;cat2
a211;0.666667;0.777778;0.833333;0.666667;6;cat2
a212;0.333333;0.333333;0.166667;0.5;3;cat1
a213;0.555556;0.555556;0.666667;0.5;5;cat1
a214;0.666667;0.777778;0.666667;0.666667;6;cat2
a215;0.777778;0.666667;0.666667;0.5;6;cat2
a216;0.888889;0.777778;1;0.833333;9;cat2
a217;0.555556;0.666667;0.833333;0.666667;6;cat2
a218;0.666667;0.555556;0.5;0.5;5;cat1
a219;0.333333;0.444444;0.666667;0.5;4;cat1
a220;0.555556;0.333333;0.333333;0.5;4;cat1
a221;0.444444;0.555556;0.666667;0.666667;5;cat1
a222;0.444444;0.333333;0.333333;0.5;4;cat1
a223;0.222222;0.333333;0.166667;0.666667;4;cat1
a224;0.888889;0.888889;0.833333;1;9;cat2
a225;0.666667;0.666667;0.5;0.5;5;cat1
a226;0.444444;0.333333;0.5;0.5;4;cat1
a227;0.666667;0.666667;0.833333;0.666667;6;cat2
a228;0.777778;0.888889;0.666667;0.666667;8;cat2
a229;0.555556;0.444444;0.333333;0.5;4;cat1
a230;0.444444;0.333333;0.5;0.5;3;cat1
a231;0.444444;0.333333;0.333333;0.5;4;cat1
a232;0.888889;0.777778;0.666667;0.833333;7;cat2
a233;0.555556;0.444444;0.5;0.666667;5;cat1
a234;0.555556;0.555556;0.5;0.5;5;cat1
a235;0.666667;0.666667;0.666667;0.833333;6;cat2
a236;0.444444;0.333333;0.333333;0.666667;4;cat1
a237;0.666667;0.555556;0.5;0.666667;5;cat1
a238;0.444444;0.444444;0.5;0.666667;5;cat1
a239;0.555556;0.555556;0.666667;0.666667;6;cat2
a240;0.777778;0.777778;0.833333;0.5;6;cat2
a241;0.555556;0.444444;0.333333;0.5;5;cat1
a242;0.444444;0.333333;0.166667;0.333333;3;cat1
a243;0.333333;0.333333;0.5;0.5;4;cat1
a244;0.666667;0.777778;0.666667;0.5;6;cat2
a245;0.555556;0.444444;0.5;0.5;5;cat1
a246;0.888889;0.555556;0.666667;0.5;6;cat2
a247;0.222222;0.333333;0.166667;0.166667;2;cat1
a248;0.666667;0.555556;0.333333;0.333333;3;cat1
a249;0.555556;0.555556;0.333333;0.5;5;cat1
a250;0.444444;0.333333;0.5;0.666667;4;cat1
a251;0.444444;0.444444;0.5;0.666667;5;cat1
a252;0.777778;0.777778;0.666667;0.666667;6;cat2
a253;0.222222;0.222222;0.166667;0.333333;2;cat1
a254;0.555556;0.444444;0.5;0.666667;4;cat1
a255;0.777778;0.888889;0.666667;0.833333;7;cat2
a256;0.555556;0.444444;0.5;0.5;4;cat1
a257;0.333333;0.333333;0.333333;0.333333;4;cat1
a258;0.444444;0.444444;0.5;0.666667;5;cat1
a259;0.888889;0.777778;0.666667;0.666667;6;cat2
a260;0.888889;0.444444;0.5;0.5;4;cat1
a261;0.555556;0.666667;0.666667;0.833333;7;cat2
a262;0.777778;0.555556;0.666667;0.666667;6;cat2
a263;0.555556;0.444444;0.5;0.5;5;cat1
a264;0.555556;0.444444;0.333333;0.5;4;cat1
a265;0.777778;0.666667;0.666667;0.666667;6;cat2
a266;0.555556;0.444444;0.5;0.666667;5;cat1
a267;0.555556;0.555556;0.5;0.666667;5;cat1
a268;0.888889;0.777778;0.666667;0.666667;6;cat2
a269;0.666667;0.555556;0.666667;0.833333;7;cat2
a270;0.666667;0.777778;0.833333;0.833333;7;cat2
a271;0.222222;0.222222;0.166667;0.333333;2;cat1
a272;0.444444;0.222222;0.333333;0.5;3;cat1
a273;0.555556;0.555556;0.5;0.666667;5;cat1
a274;0.777778;0.666667;0.833333;0.333333;5;cat1
a275;0.444444;0.333333;0.5;0.666667;4;cat1
a276;0.333333;0.555556;0.5;0.5;4;cat1
a277;0.666667;0.333333;0.333333;0.5;3;cat1
a278;0.555556;0.555556;0.333333;0.333333;3;cat1
a279;0.444444;0.444444;0.5;0.333333;3;cat1
a280;0.666667;0.666667;0.833333;0.833333;7;cat2
a281;0.666667;0.666667;0.666667;0.5;5;cat1
a282;0.888889;0.888889;0.833333;0.666667;7;cat2
a283;0.666667;0.555556;0.5;0.666667;5;cat1
a284;0.777778;0.666667;0.666667;0.833333;7;cat2
a285;0.777778;0.666667;0.833333;0.666667;7;cat2
a286;0.888889;0.666667;0.833333;0.833333;8;cat2
a287;0.777778;0.666667;0.666667;0.833333;8;cat2
a288;0.666667;0.666667;0.666667;0.5;5;cat1
a289;0.333333;0.444444;0.5;0.333333;4;cat1
a290;0.555556;0.666667;0.5;0.5;5;cat1
a291;0.555556;0.666667;0.666667;0.666667;6;cat2
a292;0.444444;0.222222;0.5;0.666667;4;cat1
a293;0.666667;0.666667;0.833333;0.833333;6;cat2
a294;0.666667;0.555556;0.833333;0.833333;6;cat2
a295;0.666667;0.777778;0.666667;0.833333;7;cat2
a296;0.444444;0.444444;0.333333;0.5;4;cat1
a297;0.555556;0.444444;0.5;0.5;4;cat1
