criterion,direction,,,,,,,,
c1,1,,,,,,,,
c2,1,,,,,,,,
c3,1,,,,,,,,
c4,1,,,,,,,,
c5,1,,,,,,,,
c6,1,,,,,,,,
c7,1,,,,,,,,
,,,,,,,,,
category,rank,,,,,,,,
cat2,1,,,,,,,,
cat1,2,,,,,,,,
,,,,,,,,,
pt,c1,c2,c3,c4,c5,c6,c7,consumption,assignment
a1,1,0.617571,0.456522,0.53615,0.238095,0,0,18,cat1
a2,1,0.728682,0.646739,0.589736,0.208333,0,0,15,cat1
a3,1,0.645995,0.565217,0.51687,0.178571,0,0,18,cat1
a4,1,0.609819,0.565217,0.516019,0.238095,0,0,16,cat1
a5,1,0.604651,0.51087,0.520556,0.14881,0,0,17,cat1
a6,1,0.932817,0.826087,0.773462,0.119048,0,0,15,cat1
a7,1,0.997416,0.945652,0.777148,0.059524,0,0,14,cat1
a8,1,0.96124,0.918478,0.76524,0.029762,0,0,14,cat1
a9,1,1,0.972826,0.797278,0.119048,0,0,14,cat1
a10,1,0.832041,0.782609,0.63425,0.029762,0,0,15,cat1
a11,1,0.813953,0.673913,0.552878,0.119048,0,0,15,cat1
a12,1,0.702842,0.619565,0.56592,0,0,0,14,cat1
a13,1,0.857881,0.565217,0.609016,0.089286,0,0,15,cat1
a14,1,1,0.972826,0.417635,0.119048,0,0,14,cat1
a15,0.2,0.116279,0.266304,0.215197,0.416667,0,1,24,cat2
a16,0.6,0.335917,0.266304,0.345903,0.446429,0,0,22,cat1
a17,0.6,0.338501,0.277174,0.329175,0.446429,0,0,18,cat1
a18,0.6,0.341085,0.211957,0.276155,0.47619,0,0,21,cat1
a19,0.2,0.074935,0.228261,0.146583,0.386905,0,1,27,cat2
a20,0.2,0.074935,0,0.062943,0.744048,0,0.5,26,cat2
a21,0.2,0.108527,0.222826,0.300255,0.565476,0,0.5,25,cat2
a22,0.2,0.100775,0.23913,0.231642,0.386905,0,0.5,24,cat2
a23,0.2,0.093023,0.266304,0.216048,0.565476,0,0.5,25,cat2
a24,0.2,0.136951,0.36413,0.17607,0.267857,0,0.5,26,cat2
a25,0.6,0.338501,0.23913,0.293451,0.416667,0,0,21,cat1
a26,1,0.754522,0.918478,0.851148,0.357143,0,0,10,cat1
a27,1,0.617571,0.836957,0.783385,0.416667,0,0,10,cat1
a28,1,0.645995,0.891304,0.785086,0.327381,0,0,11,cat1
a29,1,0.609819,0.798913,0.884321,0.625,0,0,9,cat1
a30,0.2,0.074935,0.228261,0.146583,0.386905,0.083333,1,27,cat2
a31,0.2,0.186047,0.23913,0.184576,0.446429,0.083333,0,28,cat2
a32,0.2,0.116279,0.266304,0.174369,0.357143,0.083333,1,25,cat2
a33,0.6,0.423773,0.293478,0.289481,0.297619,0.083333,0,19,cat1
a34,0.6,0.405685,0.320652,0.51772,0.446429,0.083333,0,16,cat1
a35,0.6,0.470284,0.293478,0.486532,0.446429,0.083333,0,17,cat1
a36,0.6,0.470284,0.228261,0.478877,0.446429,0.083333,0,19,cat1
a37,0.6,0.423773,0.293478,0.474908,0.446429,0.083333,0,18,cat1
a38,1,0.728682,0.646739,0.736036,0.238095,0.083333,0,14,cat1
a39,1,0.857881,0.701087,0.808336,0.208333,0.083333,0,14,cat1
a40,1,0.731266,0.581522,0.720442,0.327381,0.083333,0,14,cat1
a41,1,0.645995,0.565217,0.703998,0.297619,0.083333,0,14,cat1
a42,1,0.813953,0.728261,0.947547,0.208333,0.083333,0,12,cat1
a43,1,0.857881,0.673913,0.88829,0.238095,0.083333,0,13,cat1
a44,1,0.857881,0.701087,1,0.238095,0.083333,0,13,cat1
a45,0.6,0.490956,0.347826,0.382478,0.327381,0.083333,0,18,cat1
a46,0.2,0.186047,0.141304,0.225404,0.654762,0.083333,0,22,cat1
a47,0.6,0.470284,0.293478,0.473207,0.416667,0.083333,0,19,cat1
a48,0.6,0.470284,0.228261,0.432662,0.386905,0.083333,0,18,cat1
a49,0.2,0.139535,0.217391,0.172101,0.357143,0.083333,0,23,cat1
a50,0.2,0.124031,0.23913,0.144599,0.357143,0.083333,0.5,28,cat2
a51,0.2,0.028424,0.130435,0.130706,0.684524,0.083333,0.5,30,cat2
a52,0.2,0.05168,0.163043,0.128154,0.386905,0.083333,0.5,30,cat2
a53,0.2,0.007752,0.103261,0.045364,0.654762,0.083333,1,31,cat2
a54,0.2,0.010336,0.125,0,0.595238,0.083333,1,35,cat2
a55,0.2,0.074935,0.076087,0.062659,0.654762,0.083333,0.5,27,cat2
a56,0.2,0.059432,0.130435,0.096966,0.744048,0.083333,0,26,cat2
a57,0.2,0.116279,0.266304,0.188546,0.446429,0.166667,1,24,cat2
a58,0.2,0.074935,0.184783,0.145449,0.535714,0.166667,0,25,cat2
a59,0.2,0.074935,0.043478,0.181741,0.922619,0.166667,0.5,23,cat1
a60,0.2,0.186047,0.23913,0.225404,0.684524,0.166667,0,20,cat1
a61,0.2,0.139535,0.217391,0.173802,0.505952,0.166667,0,21,cat1
a62,1,0.728682,0.646739,0.754466,0.238095,0.166667,0,13,cat1
a63,1,0.857881,0.701087,0.785937,0.238095,0.166667,0,14,cat1
a64,1,0.645995,0.565217,0.715055,0.327381,0.166667,0,15,cat1
a65,1,0.731266,0.581522,0.713354,0.297619,0.166667,0,14,cat1
a66,1,0.609819,0.565217,0.583782,0.208333,0.166667,0,17,cat1
a67,1,0.932817,0.880435,0.856252,0.178571,0.166667,0,11,cat1
a68,1,0.728682,0.592391,0.81911,0.327381,0.166667,0,13,cat1
a69,1,0.728682,0.619565,0.806067,0.327381,0.166667,0,12,cat1
a70,1,0.857881,0.782609,0.796428,0.267857,0.166667,0,13,cat1
a71,0,0.005168,0.277174,0.203289,0.327381,0.166667,1,19,cat1
a72,1,0.609819,0.565217,0.646158,0.267857,0.166667,0,15,cat1
a73,1,0.617571,0.456522,0.704565,0.357143,0.166667,0,13,cat1
a74,1,0.604651,0.51087,0.760136,0.47619,0.166667,0,13,cat1
a75,1,0.645995,0.565217,0.698611,0.357143,0.166667,0,14,cat1
a76,0.2,0.136951,0.358696,0.374256,0.386905,0.166667,0.5,18,cat1
a77,0.2,0.136951,0.163043,0.254607,0.595238,0.166667,0.5,22,cat1
a78,0.2,0.134367,0.222826,0.387298,0.684524,0.166667,0.5,21,cat1
a79,0.2,0.072351,0.125,0.163312,0.595238,0.166667,0.5,26,cat2
a80,0.2,0.139535,0.217391,0.221718,0.47619,0.166667,0,22,cat1
a81,0.2,0.074935,0.25,0.191381,0.535714,0.166667,1,28,cat2
a82,0.2,0.134367,0.277174,0.25319,0.386905,0.166667,1,23,cat1
a83,0.2,0.077519,0.184783,0.156223,0.416667,0.166667,0,28,cat2
a84,0.2,0.074935,0.228261,0.138078,0.505952,0.166667,1,27,cat2
a85,1,0.728682,0.701087,0.705132,0.297619,0.25,0,13,cat1
a86,1,0.609819,0.565217,0.583782,0.208333,0.25,0,14,cat1
a87,1,0.728682,0.538043,0.673377,0.297619,0.25,0,13,cat1
a88,1,0.604651,0.494565,0.688687,0.386905,0.25,0,14,cat1
a89,1,0.645995,0.565217,0.613553,0.267857,0.25,0,15,cat1
a90,1,0.932817,0.826087,0.946697,0.208333,0.25,0,12,cat1
a91,1,0.857881,0.565217,0.808336,0.238095,0.25,0,13,cat1
a92,1,0.731266,0.608696,0.779699,0.297619,0.25,0,13,cat1
a93,1,0.645995,0.565217,0.743975,0.386905,0.25,0,14,cat1
a94,1,0.96124,0.918478,0.885172,0.178571,0.25,0,13,cat1
a95,1,1,0.972826,0.946413,0.178571,0.25,0,12,cat1
a96,1,0.754522,0.701087,0.626028,0.178571,0.25,0,13,cat1
a97,0.6,0.405685,0.320652,0.427559,0.505952,0.25,0,18,cat1
a98,0.6,0.470284,0.293478,0.472073,0.595238,0.25,0,16,cat1
a99,0.6,0.423773,0.293478,0.377658,0.47619,0.25,0,18,cat1
a100,0.6,0.470284,0.228261,0.399206,0.505952,0.25,0,18,cat1
a101,0.6,0.335917,0.266304,0.366033,0.47619,0.25,0,23,cat1
a102,0.2,0.074935,0,0.095549,0.77381,0.25,0.5,26,cat2
a103,1,0.857881,0.565217,0.959456,0.357143,0.25,0,11,cat1
a104,1,0.857881,0.657609,0.933655,0.267857,0.25,0,12,cat1
a105,1,0.754522,0.673913,0.862206,0.297619,0.25,0,13,cat1
a106,1,0.728682,0.728261,0.818259,0.267857,0.25,0,12,cat1
a107,0.6,0.423773,0.293478,0.333428,0.416667,0.25,0,18,cat1
a108,0.2,0.074935,0.228261,0.188829,0.654762,0.25,1,20,cat1
a109,0.2,0.186047,0.141304,0.223419,0.684524,0.25,0,21,cat1
a110,0.2,0.103359,0.26087,0.217182,0.505952,0.25,1,22,cat1
a111,0,0.005168,0.23913,0.144882,0.327381,0.25,1,18,cat1
a112,0.2,0.139535,0.211957,0.197618,0.625,0.25,0,19,cat1
a113,0.6,0.224806,0.331522,0.24355,0.357143,0.25,0,21,cat1
a114,0.2,0.077519,0.23913,0.18486,0.446429,0.25,0.5,26,cat2
a115,1,0.728682,0.538043,0.700028,0.297619,0.25,0,15,cat1
a116,1,0.857881,1,0.7556,0.357143,0.25,0,16,cat1
a117,0.2,0,0.016304,0.072016,0.684524,0.25,0.5,29,cat2
a118,0.2,0.124031,0.157609,0.154522,0.446429,0.25,0.5,24,cat2
a119,0.2,0.118863,0.244565,0.274738,0.357143,0.25,0.5,20,cat1
a120,0.2,0.136951,0.358696,0.355826,0.446429,0.25,0.5,19,cat1
a121,1,0.645995,0.565217,0.506379,0.178571,0.25,0,15,cat1
a122,0.2,0.136951,0.347826,0.296853,0.357143,0.25,0.5,24,cat2
a123,0.6,0.22739,0.413043,0.338531,0.327381,0.25,1,20,cat1
a124,1,0.728682,0.728261,0.581514,0.178571,0.25,0,11,cat1
a125,0.6,0.335917,0.266304,0.422172,0.505952,0.333333,0,20,cat1
a126,0.6,0.423773,0.293478,0.365183,0.47619,0.333333,0,19,cat1
a127,0.6,0.470284,0.293478,0.488517,0.535714,0.333333,0,15,cat1
a128,0.2,0.028424,0.11413,0.095549,0.654762,0.333333,1,31,cat2
a129,0.2,0.139535,0.184783,0.237596,0.505952,0.333333,0,26,cat2
a130,0.2,0.007752,0.103261,0.063227,0.77381,0.333333,1,32,cat2
a131,0.2,0.186047,0.157609,0.263397,0.535714,0.333333,0,25,cat2
a132,0.6,0.470284,0.293478,0.614687,0.535714,0.333333,0,16,cat1
a133,0.6,0.490956,0.347826,0.572441,0.595238,0.333333,0,16,cat1
a134,0.6,0.405685,0.320652,0.567054,0.505952,0.333333,0,18,cat1
a135,1,0.604651,0.51087,0.716756,0.357143,0.333333,0,16,cat1
a136,1,0.728682,0.565217,0.874965,0.386905,0.333333,0,13,cat1
a137,1,0.645995,0.565217,0.806351,0.327381,0.333333,0,14,cat1
a138,1,0.604651,0.51087,0.857669,0.47619,0.333333,0,14,cat1
a139,1,0.609819,0.565217,0.749646,0.446429,0.333333,0,14,cat1
a140,0.2,0.077519,0.201087,0.171817,0.505952,0.333333,0.5,29,cat2
a141,0.2,0.028424,0.11413,0.099234,0.446429,0.333333,0.5,26,cat2
a142,0.2,0.074935,0.173913,0.194783,0.386905,0.333333,0.5,26,cat2
a143,0.2,0.020672,0.032609,0.010207,0.505952,0.333333,1,31,cat2
a144,0.2,0.03876,0.081522,0.110576,0.654762,0.333333,1,32,cat2
a145,0.2,0.056848,0.157609,0.145166,0.386905,0.333333,0,28,cat2
a146,0.2,0.056848,0.157609,0.140346,0.446429,0.333333,0.5,24,cat2
a147,0.2,0.124031,0.157609,0.179473,0.357143,0.333333,0.5,26,cat2
a148,0.2,0.134367,0.277174,0.24837,0.416667,0.333333,1,24,cat2
a149,0.2,0.103359,0.255435,0.220584,0.446429,0.333333,1,26,cat2
a150,0.2,0.028424,0.11413,0.109725,0.47619,0.333333,0.5,31,cat2
a151,0.6,0.405685,0.266304,0.468103,0.47619,0.416667,0,19,cat1
a152,0.6,0.470284,0.320652,0.523391,0.47619,0.416667,0,18,cat1
a153,0.6,0.470284,0.141304,0.515736,0.77381,0.416667,0,15,cat1
a154,0.6,0.470284,0.141304,0.438049,0.684524,0.416667,0,15,cat1
a155,1,0.857881,0.673913,0.866175,0.208333,0.416667,0,16,cat1
a156,1,0.728682,0.538043,0.801531,0.357143,0.416667,0,15,cat1
a157,1,0.645995,0.565217,0.817976,0.386905,0.416667,0,16,cat1
a158,1,0.731266,0.554348,0.863056,0.327381,0.416667,0,14,cat1
a159,0.6,0.421189,0.347826,0.650411,0.77381,0.416667,0,17,cat1
a160,0.6,0.470284,0.320652,0.647576,0.625,0.416667,0,16,cat1
a161,0.6,0.490956,0.347826,0.600227,0.654762,0.416667,0,15,cat1
a162,0.6,0.405685,0.266304,0.615821,0.654762,0.416667,0,18,cat1
a163,0.6,0.421189,0.347826,0.40431,0.416667,0.416667,0,21,cat1
a164,1,0.501292,0.347826,0.455912,0.327381,0.416667,0,20,cat1
a165,1,0.604651,0.451087,0.441168,0.238095,0.416667,0,13,cat1
a166,0.2,0.074935,0.157609,0.158208,0.47619,0.416667,1,29,cat2
a167,0.2,0.186047,0.201087,0.290899,0.535714,0.416667,0,23,cat1
a168,0.6,0.423773,0.293478,0.368869,0.47619,0.416667,0,20,cat1
a169,0.2,0.186047,0.173913,0.277573,0.625,0.416667,0,23,cat1
a170,0.2,0.170543,0.271739,0.308761,0.327381,0.416667,1,24,cat2
a171,0.2,0.056848,0.13587,0.172952,0.505952,0.416667,0.5,25,cat2
a172,0.2,0.131783,0.277174,0.264247,0.535714,0.416667,1,24,cat2
a173,0.6,0.26615,0.277174,0.388716,0.386905,0.416667,0,18,cat1
a174,0.2,0.056848,0.130435,0.091863,0.357143,0.416667,0.5,29,cat2
a175,0.6,0.423773,0.23913,0.453076,0.535714,0.416667,0,19,cat1
a176,0.2,0.121447,0.266304,0.306493,0.416667,0.416667,0.5,23,cat1
a177,0.2,0.134367,0.228261,0.38106,0.535714,0.416667,0.5,23,cat1
a178,0.2,0.136951,0.282609,0.377658,0.386905,0.416667,0.5,22,cat1
a179,0.2,0.136951,0.375,0.299972,0.327381,0.416667,0.5,25,cat2
a180,0.2,0.059432,0.038043,0.051602,0.565476,0.416667,1,33,cat2
a181,0.2,0.100775,0.217391,0.241282,0.446429,0.5,0.5,28,cat2
a182,0.2,0.124031,0.190217,0.172101,0.529762,0.5,0.5,25,cat2
a183,0.2,0.186047,0.25,0.271902,0.410714,0.5,0,25,cat2
a184,0.2,0.077519,0.179348,0.182024,0.577381,0.5,0,26,cat2
a185,0.2,0.085271,0.201087,0.166997,0.434524,0.5,0.5,27,cat2
a186,1,0.612403,0.51087,0.737737,0.297619,0.5,0,17,cat1
a187,1,0.645995,0.565217,0.730649,0.297619,0.5,0,16,cat1
a188,1,0.609819,0.402174,0.666005,0.35119,0.5,0,15,cat1
a189,1,0.731266,0.576087,0.737737,0.285714,0.5,0,14,cat1
a190,0.6,0.405685,0.293478,0.459314,0.440476,0.5,0,22,cat1
a191,0.6,0.470284,0.320652,0.493337,0.386905,0.5,0,22,cat1
a192,0.6,0.341085,0.190217,0.396654,0.571429,0.5,0,24,cat2
a193,0.6,0.423773,0.23913,0.417352,0.571429,0.5,0,22,cat1
a194,0.2,0.043928,0.032609,0.119648,0.845238,0.5,0,29,cat2
a195,0.2,0.077519,0.076087,0.156223,0.839286,0.5,0,24,cat2
a196,0.2,0.056848,0.130435,0.091863,0.369048,0.5,0.5,29,cat2
a197,0.2,0.059432,0.038043,0.051602,0.559524,0.5,1,33,cat2
a198,0.6,0.405685,0.293478,0.577828,0.577381,0.5,0,20,cat1
a199,0.6,0.470284,0.173913,0.555997,0.77381,0.5,0,18,cat1
a200,0.6,0.470284,0.347826,0.576127,0.488095,0.5,0,18,cat1
a201,0.6,0.490956,0.266304,0.447973,0.583333,0.5,0,17,cat1
a202,0.2,0.074935,0.13587,0.060108,0.25,0.5,0.5,29,cat2
a203,0.2,0.043928,0.130435,0.10689,0.535714,0.5,1,32,cat2
a204,0.2,0.074935,0.157609,0.153672,0.5,0.5,1,28,cat2
a205,0.2,0.186047,0.141304,0.269918,0.333333,0.5,0,26,cat2
a206,0.2,0.160207,0.304348,0.435781,0.458333,0.5,0.5,20,cat1
a207,1,0.645995,0.565217,0.659768,0.309524,0.5,0,13,cat1
a208,0.2,0.134367,0.228261,0.469804,0.827381,0.5,0.5,19,cat1
a209,0.6,0.22739,0.336957,0.373405,0.446429,0.5,1,19,cat1
a210,0.6,0.258398,0.402174,0.625744,0.517857,0.5,0.5,16,cat1
a211,1,0.728682,0.728261,0.784519,0.244048,0.5,0,16,cat1
a212,1,0.728682,0.538043,0.692373,0.238095,0.5,0,13,cat1
a213,1,0.604651,0.456522,0.639921,0.416667,0.5,0,13,cat1
a214,1,0.645995,0.565217,0.607315,0.357143,0.5,0,13,cat1
