criterion,direction,,,,,,,
c1,1,,,,,,,
c2,1,,,,,,,
c3,1,,,,,,,
c4,1,,,,,,,
c5,1,,,,,,,
c6,1,,,,,,,
c7,1,,,,,,,
,,,,,,,,
category,rank,,,,,,,
cat2,1,,,,,,,
cat1,2,,,,,,,
,,,,,,,,
pt,c1,c2,c3,c4,c5,c6,c7,assignment
a1,1,0.5,0,1,1,1,0,cat2
a2,0.5,0.5,0,0,0,1,0,cat1
a3,0.5,0.833333,0,0,0.5,0,0,cat2
a4,1,0.833333,0,1,1,1,1,cat1
a5,1,1,0.125,1,0.5,0,0,cat2
a6,1,0.833333,0.125,0,0.5,1,1,cat1
a7,0.5,0.666667,0,0,1,0,0,cat1
a8,1,0.333333,0,0,0.5,0,0,cat1
a9,1,0,0,0,0.5,1,0,cat1
a10,0.5,0.666667,0.625,1,0.5,1,1,cat1
a11,1,0.833333,0,0,0.5,0,0,cat1
a12,0.5,0.5,0,0,0.5,1,0,cat1
a13,0.5,1,0,0,0,1,0,cat1
a14,0.5,0.833333,0,0,0.5,1,0,cat1
a15,1,0.833333,0,0,0.5,0,1,cat2
a16,1,0.666667,0,0,1,0,0,cat1
a17,1,0.333333,0.125,0,0,1,0,cat1
a18,0.5,0.5,0,0,0.5,1,0,cat1
a19,1,0.666667,0,0,0.5,0,0,cat1
a20,0.5,0.666667,0,0,1,0,0,cat1
a21,0.5,0.666667,0.125,0,0.5,1,1,cat1
a22,0.5,0.5,0,0,0.5,1,0,cat1
a23,1,0.333333,0,0,0,1,0,cat1
a24,1,0.5,0.25,1,1,0,1,cat2
a25,0.5,0.666667,0.125,1,0.5,1,0,cat1
a26,0.5,0.333333,0,0,0.5,1,0,cat1
a27,1,0.333333,0,0,0,1,0,cat1
a28,0.5,1,0.125,1,1,0,0,cat1
a29,1,0.5,0.625,1,1,0,0,cat2
a30,0.5,1,0,0,1,1,0,cat2
a31,0.5,0.833333,0,0,1,0,0,cat1
a32,0.5,0.666667,0,0,1,1,0,cat1
a33,1,1,0,0,0,0,1,cat2
a34,1,0.5,0,0,0,0,0,cat1
a35,1,0.333333,0,0,0.5,1,0,cat1
a36,0.5,0.5,0.25,1,1,0,0,cat1
a37,0.5,0.666667,0,0,1,0,0,cat1
a38,1,0.333333,0,0,0,1,0,cat1
a39,1,0.833333,0,0,1,0,0,cat2
a40,1,0.833333,0.375,1,0.5,1,1,cat1
a41,0.5,0.833333,0,0,0.5,1,0,cat1
a42,0.5,0.666667,0.125,1,1,1,0,cat2
a43,1,0.5,0,0,0,0,0,cat1
a44,1,1,0,0,1,0,0,cat2
a45,0.5,0.333333,0,0,0.5,1,1,cat1
a46,1,0.833333,0,1,1,1,1,cat1
a47,1,0.333333,0,1,0.5,1,1,cat1
a48,0.5,0.666667,0,0,1,1,0,cat1
a49,0,1,0,0,1,1,0,cat1
a50,1,0,0,0,1,0,0,cat1
a51,0.5,0.666667,0,0,0,1,0,cat1
a52,0.5,0.833333,0.625,1,1,1,0,cat1
a53,1,0.666667,0,0,0,0,0,cat1
a54,0.5,0.833333,0.625,0,1,0,0,cat1
a55,0.5,0.333333,0,0,0,1,0,cat1
a56,1,0,0,0,0.5,1,0,cat2
a57,0.5,0.666667,0.25,1,1,0,1,cat2
a58,1,1,0,0,0.5,1,1,cat1
a59,0.5,0.666667,0,0,1,0,0,cat1
a60,1,1,0.625,1,1,0,0,cat2
a61,0.5,0.666667,0,0,0.5,1,0,cat2
a62,0.5,0.5,0,0,0,1,0,cat1
a63,1,0.833333,0,0,0.5,1,0,cat1
a64,0.5,0.5,0,0,0.5,0,0,cat1
a65,1,0.333333,0.375,1,0.5,1,0,cat2
a66,1,0.333333,0,0,0,1,0,cat1
a67,1,0.833333,0.125,1,1,0,1,cat2
a68,0.5,0.333333,0,0,0,1,0,cat1
a69,0.5,1,0.25,1,1,0,0,cat2
a70,1,0.833333,0.25,1,1,0,1,cat2
a71,0.5,0.333333,0,0,0,0,0,cat1
a72,1,0.5,0,0,0,0,0,cat1
a73,1,0.833333,0,0,0.5,1,0,cat1
a74,1,0.833333,0,0,1,0,0,cat2
a75,0.5,1,0.25,1,0.5,1,0,cat1
a76,0,0.5,0,0,0.5,0,0,cat1
a77,1,0.833333,0,0,0.5,1,0,cat1
a78,1,1,0,0,0,1,0,cat1
a79,0.5,0.5,0,0,0.5,0,1,cat1
a80,1,0,0,0,0.5,1,0,cat1
a81,0.5,0.833333,0,0,1,0,0,cat1
a82,1,0.666667,0,0,0,1,0,cat1
a83,1,0.833333,0.25,1,0.5,1,1,cat1
a84,0.5,0.666667,0,0,0,1,0,cat1
a85,0.5,1,0,0,0,0,0,cat1
a86,0.5,0.666667,0,0,0,1,0,cat2
a87,1,1,0.125,0,1,1,1,cat2
a88,1,0.333333,0,0,0.5,1,0,cat1
a89,0.5,0.666667,0,0,0.5,1,0,cat1
a90,1,0.5,0,0,0.5,0,1,cat1
a91,1,0.666667,0,0,0,0,0,cat2
a92,1,0.333333,0,0,0,0,0,cat1
a93,0.5,1,0,0,1,1,1,cat2
a94,1,0.833333,0,0,0,1,0,cat2
a95,1,0.666667,0.125,1,0.5,0,1,cat2
a96,1,0.5,0,0,0.5,0,0,cat2
a97,0.5,1,0,0,1,1,0,cat1
a98,0.5,0.666667,0,0,0.5,0,0,cat1
a99,1,0.666667,0,0,0,0,0,cat1
a100,0.5,1,0.125,1,0.5,0,1,cat2
a101,0.5,0.666667,0.125,0,0.5,0,1,cat2
a102,1,0.833333,0,0,0.5,0,0,cat2
a103,0.5,1,0,0,0,1,0,cat1
a104,1,0.666667,0,0,0.5,0,0,cat1
a105,0.5,0.5,0,0,0,1,0,cat1
a106,0.5,1,0,0,0.5,0,1,cat1
a107,1,1,0,0,0.5,0,0,cat1
a108,1,0.666667,0.125,0,1,1,1,cat1
a109,0.5,0.166667,0,0,0,0,0,cat1
a110,0.5,0.333333,0,0,0,0,0,cat1
a111,1,1,0.25,1,1,1,0,cat2
a112,0.5,0.333333,0,0,0,0,0,cat1
a113,1,0.833333,0.375,1,0.5,1,1,cat1
a114,1,0.666667,0,0,0,1,0,cat1
a115,1,1,0,1,1,1,0,cat2
a116,1,0.833333,0,1,0.5,0,0,cat1
a117,1,0.5,0,0,0.5,0,0,cat1
a118,1,0.833333,0.375,1,1,0,0,cat2
a119,1,0.333333,0,0,0.5,0,0,cat1
a120,0.5,1,0,0,0,1,0,cat1
a121,0.5,1,0,0,0.5,0,0,cat1
a122,0.5,0.833333,0,0,0.5,0,0,cat1
a123,1,0.5,0,0,0.5,0,0,cat2
a124,0.5,0.5,0,0,0.5,1,0,cat1
a125,1,1,0,0,0.5,0,0,cat1
a126,1,0.833333,0,0,0.5,1,0,cat1
a127,1,1,0,0,1,1,0,cat2
a128,1,0.833333,0,0,0.5,1,0,cat2
a129,1,1,0,0,1,0,0,cat1
a130,1,0.5,0,0,0,1,0,cat2
a131,0.5,0,0,0,0,1,0,cat1
a132,0.5,0,0,0,0,0,0,cat1
a133,0.5,0.333333,0,0,1,1,0,cat2
a134,1,1,0,0,0,0,0,cat1
a135,0.5,0.666667,1,1,1,0,1,cat2
a136,1,0.833333,0,0,0.5,0,0,cat1
a137,1,1,0.125,0,0.5,1,0,cat2
a138,1,0.666667,0.125,1,0.5,0,0,cat1
a139,0.5,0.5,0,1,0.5,0,1,cat1
a140,1,0.333333,0,0,1,0,0,cat1
a141,1,1,0.375,0,0.5,1,1,cat2
a142,0.5,0.333333,0,0,0,0,0,cat1
a143,1,0.666667,0,0,0.5,1,0,cat1
a144,1,0.333333,0,0,0.5,1,1,cat2
a145,0.5,0.5,0,0,0.5,1,0,cat1
a146,0.5,0.666667,0.125,1,0.5,0,0,cat1
a147,1,0.833333,0.125,1,1,0,1,cat2
a148,0.5,0.333333,0,0,0.5,0,0,cat1
a149,0,0.333333,0,0,0,0,0,cat1
a150,1,1,0,0,0.5,0,0,cat2
a151,1,0.666667,0.125,1,0.5,0,0,cat2
a152,0.5,0.333333,0,0,0,1,0,cat1
a153,0.5,0.833333,0,0,1,1,0,cat1
a154,0.5,0.833333,0.125,1,1,1,0,cat1
a155,1,1,0.25,0,0.5,0,0,cat1
a156,0.5,0.333333,0,0,0.5,0,0,cat1
a157,1,1,0,0,1,0,0,cat1
a158,0.5,0.666667,0.125,0,1,1,1,cat2
a159,0.5,1,0.25,1,0.5,0,1,cat2
a160,0.5,0.833333,0.125,0,0.5,1,0,cat2
a161,1,0.666667,0,0,0.5,0,0,cat1
a162,1,0.666667,0,0,0.5,0,0,cat1
a163,1,0.333333,0,0,0.5,0,0,cat1
a164,0.5,0.666667,0,0,0.5,1,0,cat2
a165,0.5,1,0.125,0,1,1,0,cat2
a166,0.5,0.833333,0,0,0.5,0,0,cat1
a167,1,0.833333,0,0,0,1,0,cat2
a168,1,0.666667,0.125,1,1,1,1,cat1
a169,1,0.666667,0,0,0.5,1,0,cat1
a170,1,0.666667,0.125,0,0.5,1,0,cat1
a171,1,0.833333,0.375,1,1,1,0,cat2
a172,1,0.833333,0,0,0.5,1,0,cat2
a173,1,0.666667,0,0,0,1,0,cat1
a174,1,0.666667,0,0,0.5,1,0,cat1
a175,0.5,0.333333,0.25,1,1,0,1,cat2
a176,1,0.833333,0,0,0,0,0,cat1
a177,0.5,1,0.125,0,1,0,0,cat2
a178,1,0.166667,0,0,0,0,1,cat1
a179,0.5,0.5,0,0,0,0,0,cat1
a180,1,1,0,0,1,1,0,cat1
a181,1,0.833333,0,0,1,0,0,cat2
a182,0.5,0.166667,0,0,0.5,1,0,cat1
a183,1,0.833333,0,0,0.5,1,0,cat1
a184,1,0.833333,0,0,0.5,0,0,cat2
a185,1,0.333333,0,0,0.5,0,1,cat1
a186,0.5,0.833333,0.25,1,1,0,0,cat2
a187,0.5,0.333333,0,0,0.5,1,1,cat1
a188,1,0.833333,0,0,0.5,1,0,cat1
a189,1,0.666667,0.125,0,0.5,1,0,cat1
a190,1,1,0,0,0,1,0,cat2
a191,0,1,0,0,0,0,0,cat1
a192,1,0.5,0.5,0,1,1,1,cat1
a193,0.5,0.666667,0,0,1,1,0,cat2
a194,1,0.166667,0,0,0.5,0,0,cat1
a195,1,1,0,0,1,0,0,cat1
a196,0.5,1,0,0,1,0,0,cat1
a197,1,0.833333,0,0,0,1,0,cat1
a198,1,0.833333,0,0,0,0,0,cat1
a199,0.5,0.666667,0.125,1,1,1,0,cat2
a200,0.5,0.833333,0,0,0.5,0,0,cat1
a201,1,1,0,0,1,1,1,cat2
a202,0.5,1,0.125,0,1,0,0,cat2
a203,1,0.833333,0,0,0,1,1,cat1
a204,0.5,0.833333,0.5,1,1,0,1,cat2
a205,1,0.666667,0,0,0,0,0,cat2
a206,1,0.666667,0,0,0.5,0,0,cat1
a207,0.5,0.833333,0,0,0,0,0,cat1
a208,1,0.666667,0,0,0.5,1,0,cat1
a209,0.5,0.666667,0,0,0,1,0,cat1
a210,0.5,0.833333,0,0,1,0,0,cat2
a211,1,0.833333,0,0,0.5,0,0,cat1
a212,0.5,0.5,0,0,0,1,1,cat2
a213,0.5,0.666667,0,1,0.5,1,0,cat1
a214,0.5,0.833333,0,0,0,0,0,cat1
a215,0.5,0.666667,0,0,1,0,0,cat1
a216,1,0.666667,0.125,0,0.5,1,0,cat1
a217,0.5,0.833333,0,0,0.5,0,0,cat1
a218,1,0.666667,0,0,1,0,1,cat2
a219,0.5,1,0,0,0,1,0,cat1
a220,0.5,0.833333,0,0,1,1,0,cat1
a221,0.5,1,0,0,0.5,0,1,cat1
a222,1,0.833333,0,0,0.5,0,0,cat1
a223,1,0.666667,0,0,0.5,0,0,cat2
a224,1,0.666667,0,0,0.5,0,0,cat1
a225,1,0.333333,0,0,0.5,1,0,cat1
a226,1,0.5,0,0,0.5,1,0,cat1
a227,1,0.833333,0,0,0,1,0,cat1
a228,0.5,0.666667,0,0,0.5,1,0,cat1
a229,0.5,0.666667,0,0,0.5,1,0,cat2
a230,0,0.5,0,0,1,1,0,cat1
a231,1,1,0.5,1,1,0,1,cat2
a232,0.5,1,0,1,0.5,1,1,cat2
a233,0.5,0.666667,0.25,1,1,0,1,cat2
a234,0.5,1,0,0,1,0,0,cat2
a235,0.5,0.333333,0,0,0.5,0,0,cat1
a236,1,0.666667,0,0,0.5,0,1,cat1
a237,1,1,0,0,0.5,1,0,cat1
a238,1,1,0,0,0,0,0,cat1
a239,0.5,0.5,0,0,0.5,0,0,cat1
a240,1,0.333333,0,0,0.5,0,0,cat1
a241,0.5,0.666667,0,0,0,0,0,cat1
a242,0.5,0.333333,0,0,0,0,0,cat1
a243,1,0.833333,0,0,0,0,0,cat1
a244,0.5,1,0.375,1,1,0,1,cat2
a245,0.5,0.333333,0,0,0.5,0,0,cat1
a246,1,1,0,0,0,0,0,cat1
a247,0.5,0,0,0,0,0,0,cat1
a248,1,0.833333,0,0,1,1,1,cat1
a249,1,0.833333,0,0,1,1,1,cat2
a250,0.5,0.666667,0,0,0.5,0,0,cat1
a251,0.5,0.833333,0,0,1,0,1,cat2
a252,1,1,0.125,1,0.5,1,0,cat1
a253,0.5,0.666667,0,0,0.5,0,0,cat2
a254,0.5,0.666667,0,0,1,0,0,cat1
a255,1,0.833333,0,0,0,0,0,cat1
a256,0.5,1,0,0,0.5,0,0,cat1
a257,1,0.666667,0.125,1,0.5,1,1,cat2
a258,0.5,0,0,0,0.5,0,0,cat1
a259,1,0.666667,0,0,1,1,1,cat1
a260,1,0.833333,0,0,1,0,0,cat2
a261,0.5,1,0,0,0,0,0,cat1
a262,0.5,0.666667,0,0,0,0,0,cat1
a263,0.5,0.833333,0.25,0,1,0,1,cat2
a264,1,0.833333,0.625,1,1,1,0,cat2
a265,1,0.666667,0.125,1,0.5,1,1,cat1
a266,1,0.666667,0.25,0,0.5,1,1,cat1
a267,0.5,0.833333,0,0,1,0,0,cat1
a268,1,0.833333,0,0,0.5,1,0,cat1
a269,1,0.833333,0,0,0.5,0,1,cat1
a270,1,0.833333,0,0,0.5,1,0,cat1
a271,1,1,0.125,1,0.5,0,1,cat1
a272,1,0.666667,0,0,0.5,1,0,cat1
a273,0.5,0.5,0,0,1,1,1,cat1
a274,0.5,1,0.25,1,0.5,0,0,cat1
a275,1,0.833333,0.125,1,0.5,0,1,cat1
a276,1,1,0.25,1,0.5,1,0,cat1
a277,1,0.5,0,0,0.5,1,0,cat1
a278,0.5,0.666667,0,0,1,0,0,cat1
